field_1,field_2,field_3,field_4,field_5,G_count,G_mean,G_median,R_count,R_mean,R_median,NIR_count,NIR_mean,NIR_median,RE_count,RE_mean,RE_median,B_count,B_mean,B_median
903,750471.824,6297496.013,24.939,7,236,15793.2330508475,15554.5,236,8604.86440677966,8414,236,19722.1779661017,19122,236,22781.4703389831,22119,236,50.9067796610169,45.5
904,750473.808,6297500.01,24.916,7,235,16335.5531914894,15577,235,8551.99574468085,8342,235,20682.9191489362,19806,235,23669.6978723404,22188,235,47.8425531914894,45
905,750475.904,6297503.834,24.928,7,233,16658.0386266094,16795,233,8756.78540772532,8727,233,20913.5579399142,20326,233,23701.7510729614,23494,233,50.0815450643777,49
906,750478.324,6297508.599,24.911,6.5,233,16118.1802575107,15544,233,8728.87982832618,8353,233,19080.669527897,18615,233,21974.6480686695,21443,233,53.1115879828326,52
907,750481.579,6297515.298,24.96,7,233,16849.2317596567,17076,233,9171.85407725322,9184,233,19037.1931330472,19178,233,22994.5407725322,23329,233,56.5321888412017,51
908,750484.621,6297522.481,24.93,8.5,233,15156.6094420601,15103,233,9386.75965665236,9417,233,15177.1201716738,14815,233,18639.7811158798,17963,233,60.6309012875536,59
909,750491.163,6297531.815,24.914,10,232,13001.5301724138,12446.5,232,8504.38793103448,8280.5,232,11370.7327586207,10895,232,14300.8060344828,13371,232,60.6379310344828,59
910,750493.054,6297536.253,24.894,10,235,10110.8936170213,9382,235,7466.86382978723,7350,235,9102.31914893617,8589,235,10610.0978723404,9597,235,55.5574468085106,50
911,750495.114,6297540.532,24.895,11,232,13252.0129310345,13465,232,8013.81896551724,8355,232,13524.3189655172,12908,232,15790.8793103448,15477,232,58.2198275862069,58
912,750498.106,6297546.83,24.911,10,234,13149.0854700855,11394,234,9242.73504273504,9011.5,234,11504.5128205128,9388,234,14857.6581196581,11992.5,234,62.5042735042735,60.5
913,750500.894,6297553.427,24.935,9,233,10567.5879828326,9911,233,10307.5107296137,10126,233,7476.25321888412,7018,233,10369.7467811159,9469,233,65.7982832618026,63
914,750502.616,6297555.95,24.885,8,234,11666.3846153846,11282,234,9519.92735042735,9385.5,234,8810.00427350427,8746,234,11750.0299145299,11369.5,234,68.457264957265,64
915,750496.963,6297559.084,24.938,7,234,12108.2564102564,10874.5,234,8334.52564102564,8018.5,234,12037.7051282051,10971,234,14351.1794871795,12772.5,234,58.9444444444444,50.5
916,750490.915,6297561.328,24.902,8,234,15903.0811965812,15820.5,234,9880.89316239316,9816.5,234,15650.3974358974,15281,234,19463.594017094,19266.5,234,53.9017094017094,53
917,750487.83,6297562.884,24.924,8,234,15696.7948717949,15223.5,234,10251.5170940171,10217.5,234,18298.8247863248,18239.5,234,21286.3675213675,21381.5,234,46.4188034188034,45
918,750484.059,6297563.924,24.926,7,233,17566.6480686695,17590,233,11659.3776824034,11585,233,22945.5493562232,22381,233,25707.8669527897,25106,233,54.3261802575107,53
919,750479.026,6297561.962,24.93,6,233,17257.4163090129,16987,233,11854.9313304721,11850,233,19164.1759656652,19013,233,23267.1587982833,23076,233,57.5793991416309,56
920,750474.29,6297559.051,24.939,3.5,232,18288.9655172414,18409,232,12135.3922413793,12223.5,232,21337.4482758621,21343,232,25345.6379310345,25260.5,232,55.25,56
921,750472.197,6297556.648,24.971,0,233,17053.3733905579,17075,233,12252.7682403433,12155,233,19140.3261802575,19337,233,22842.4120171674,23096,233,58.4892703862661,55
922,750471.002,6297556.328,24.923,3.5,234,10878.2606837607,10744,234,8127.32478632479,7989.5,234,11981.5897435897,11929,234,13058.4914529915,13081.5,234,42.457264957265,41
923,750464.654,6297557.096,24.944,7,236,16523.4703389831,16000,236,12043.7033898305,11625.5,236,17474.6440677966,16898.5,236,21217.8855932203,20254,236,63.3686440677966,58
924,750458.661,6297557.962,24.95,8,236,16836.1228813559,16863,236,11699.0296610169,11377,236,19059.4576271186,19243,236,22544.6737288136,22722,236,54.6694915254237,49.5
925,750448.196,6297559.062,24.966,10,233,16447.356223176,16107,233,11434.4377682403,11069,233,18955.0515021459,18585,233,21674.6824034335,21474,233,56.4377682403433,53
926,750440.921,6297559.933,24.977,5,232,16392.5732758621,16203.5,232,11152.9525862069,10907,232,18799.2025862069,18950.5,232,21728.9913793103,21839.5,232,49.3534482758621,47
927,750433.641,6297559.309,24.971,6,233,15964.7339055794,15596,233,11096.7982832618,10978,233,19255.313304721,19293,233,21476.8283261803,21176,233,51.8497854077253,52
928,750426.741,6297560.208,24.984,5,235,16708.4808510638,16556,235,11935.2510638298,11670,235,19383.4893617021,19163,235,22250.6808510638,22142,235,59.9404255319149,58
929,750425.093,6297560.822,24.99,4,234,12825.7478632479,11435.5,234,13289.0341880342,12445,234,10610.3888888889,9237.5,234,13799.1367521368,11536,234,69.5213675213675,65.5
930,750418.998,6297561.615,25,5,233,15855.0128755365,16753,233,13135.5922746781,13163,233,16319.1459227468,17136,233,19591.5064377682,20465,233,67.5364806866953,64
931,750407.976,6297562.382,24.998,5,234,15757.3461538462,15857,234,11490.2435897436,11377,234,17557.2264957265,17435,234,20518.0427350427,20000.5,234,58.3418803418803,52.5
932,750399.722,6297562.024,25.002,2,233,15056.5708154506,14908,233,11589.6394849785,11284,233,15768.7381974249,15507,233,18635.7381974249,17931,233,64.2317596566524,61
933,750398.003,6297561.941,25.03,2,234,15411.3076923077,15376.5,234,11100.6495726496,11015,234,17679.8760683761,17953,234,19971.2564102564,20161,234,59.8247863247863,56
934,750395.973,6297562.135,24.995,3,231,14811.4632034632,14853,231,10385.8831168831,10491,231,18069.4935064935,18063,231,19899.5974025974,20061,231,53.8571428571429,54
935,750391.683,6297562.402,24.997,5,233,17329.6652360515,16726,233,12829.5021459227,12559,233,17806.5793991416,17455,233,21515.1630901288,20956,233,69.31330472103,65
936,750387.705,6297560.793,25.037,1,234,15702.0598290598,15329,234,12532.8846153846,12273,234,14682.8974358974,14174.5,234,18471.8076923077,18228.5,234,68.0854700854701,67
937,750389.343,6297559.865,25.021,0,233,16473.2403433476,16496,233,12256.5064377682,12179,233,16961.0643776824,16735,233,20355.2875536481,20091,233,63.9742489270386,63
938,750390.506,6297558.941,25.057,0,234,15826.2564102564,15651,234,11278.0641025641,10955.5,234,16960.0341880342,16576.5,234,20075.0213675214,19822,234,57.2179487179487,54
939,750386.957,6297559.759,25.013,0,240,16095.3375,15940.5,240,11754.3208333333,11683.5,240,16529.3583333333,16301,240,19885.8416666667,19566,240,64.95,63
940,750386.045,6297560.417,25.018,1,232,16919.0775862069,16632.5,232,11994.3577586207,11538.5,232,17917.9956896552,17328,232,21373.7974137931,20764,232,63.6896551724138,59
941,750384.873,6297560.46,24.994,1,233,15788.4463519313,15422,233,11877.8025751073,11551,233,16113.5364806867,15828,233,19681.5536480687,19010,233,65.381974248927,61
942,750381.24,6297561.482,24.95,5,236,15986.2330508475,15865,236,11106.2923728814,11071.5,236,18491.0211864407,18699,236,21354.0508474576,21666,236,55.0042372881356,51
943,750376.215,6297553.185,25.019,5,237,15862.9915611814,15306,237,11221.1265822785,10941,237,17517.9915611814,16843,237,20026.6286919831,19123,237,58.4303797468354,57
944,750367.495,6297554.451,25.016,4,231,15793.7878787879,15638,231,10915.0043290043,10575,231,18941.9047619048,18911,231,21285.2077922078,21144,231,47.6580086580087,46
945,750361.705,6297554.994,25.028,3,233,17357.5321888412,17079,233,12128.0300429185,11765,233,19333.0987124464,19203,233,22869.7210300429,22684,233,58.6652360515021,54
946,750355.127,6297555.628,25.007,4.5,233,12310.4978540773,11633,233,9417.43347639485,8890,233,13368.9957081545,13145,233,15345.9055793991,14801,233,42.8841201716738,38
947,750355.137,6297555.644,25.004,4.5,233,12400.7167381974,11724,233,9491.58369098713,9008,233,13436.4849785408,13145,233,15460.7253218884,14834,233,43.4849785407725,38
948,750351.234,6297556.725,25.023,3,236,14225.7033898305,13765,236,10164.9322033898,9981.5,236,17676.2372881356,17476,236,19663.9406779661,19034,236,48.1737288135593,45
949,750350.648,6297558.452,25.013,0,234,14673.6666666667,14432.5,234,11376.094017094,11228.5,234,15364.9188034188,14561.5,234,18462.7393162393,17700,234,58.5598290598291,53
950,750349.049,6297558.504,25.01,0,232,16717.0603448276,16839,232,11750.8965517241,11789,232,20567.5818965517,20699,232,23743.3232758621,23969,232,50.3663793103448,48.5
951,750347.663,6297558.831,25.034,0,233,16458.4463519313,16608,233,11676.6824034335,11438,233,19974.5879828326,19694,233,23017.6738197425,23032,233,51.0300429184549,49
952,750347.408,6297559.807,25.014,0,232,14832.8577586207,14651,232,11519.900862069,11282.5,232,15720.4310344828,15491,232,18764.0172413793,18529,232,55.9698275862069,50
953,750345.494,6297558.983,25.032,0,234,15933.6581196581,15945,234,11491.6794871795,11438.5,234,19237.7606837607,18993.5,234,21977.1111111111,21691.5,234,53.3119658119658,48
954,750344.425,6297559.866,24.992,0,232,15556.6896551724,15281.5,232,10997.2586206897,10919.5,232,18463.9568965517,18023.5,232,21284.2198275862,20860,232,47.2844827586207,44
955,750343.036,6297560.543,25.032,0,233,17613.9613733906,18019,233,12247.1416309013,12307,233,21085.3175965665,22067,233,24407.7939914163,25365,233,50.7124463519313,44
956,750342.812,6297559.423,25.024,1,232,14798.2586206897,14715,232,10463.8318965517,10311,232,17688.2327586207,17600.5,232,20160.3534482759,19707.5,232,44.1810344827586,43
957,750341.947,6297560.933,25.008,0,236,16115.5423728814,15947.5,236,11220.9618644068,11094.5,236,19314.063559322,19066,236,21964.8728813559,21537,236,47.3135593220339,46.5
958,750342.5,6297562.366,25.046,0,235,13880.3234042553,13800,235,9790.04255319149,9722,235,16722.8042553191,16531,235,18680.2170212766,18322,235,40.736170212766,39
959,750342.013,6297564.056,25.024,0,233,13416.7038626609,12813,233,9804.92274678112,9269,233,15866.3733905579,14755,233,17517.1459227468,16158,233,44.8454935622318,40
960,750342.691,6297565.714,25.001,0,235,17336.3191489362,16613,235,11899.314893617,11479,235,22174.1872340426,21658,235,24234.1787234043,23381,235,57.2,54
961,750341.355,6297566.623,25.01,0,231,15637.5064935065,15379,231,11242.1731601732,11110,231,18390.1731601732,18100,231,20799.4329004329,20237,231,53.1341991341991,49
962,750340.186,6297567.531,25.036,0,231,13581.0476190476,12677,231,10692.2943722944,10195,231,14128.7012987013,13422,231,16247.9090909091,14908,231,58.987012987013,52
963,750339.593,6297568.485,25.03,1,232,14638.025862069,13110,232,11760.1077586207,11266.5,232,15093.4784482759,13374,232,17714.1724137931,15170,232,68.2327586206897,64
964,750337.931,6297569.391,25.021,1,234,14121.5598290598,13990.5,234,10793.2905982906,10512,234,14618.9188034188,14309,234,16975.2991452991,16809,234,58.6239316239316,56.5
965,750336.722,6297568.406,25.016,0,233,14533.4721030043,14175,233,11194.4120171674,10871,233,16207.8240343348,15214,233,18536.3862660944,17516,233,57.5321888412017,54
966,750335.293,6297567.55,25.028,0,241,16613.3817427386,16822,241,11652.6597510373,11831,241,21865.8755186722,22148,241,23609.2365145228,23631,241,57.0248962655602,54
967,750335.287,6297567.552,25.039,0,233,16692.6051502146,16932,233,11702.678111588,11847,233,21948.660944206,22214,233,23703.4978540773,23637,233,57.1158798283262,54
968,750334.116,6297565.933,25.041,0,233,12752.8068669528,12105,233,9772.45064377682,9245,233,14577.321888412,13654,233,16203.356223176,14846,233,50.0343347639485,48
969,750332.765,6297565.575,25.048,0,234,16072.8974358974,16120,234,11379.4871794872,11253.5,234,19958.2222222222,20215.5,234,21922.2393162393,22366,234,55.2393162393162,54
970,750330.116,6297566.306,25.06,-1,232,14921.4525862069,14805,232,10625.5603448276,10420,232,17993.2413793103,17635.5,232,19765.9655172414,19347.5,232,50.8275862068966,46
971,750331.116,6297563.196,25.039,1,233,16940.8369098712,16824,233,11762.7639484979,11549,233,21548.2103004292,21786,233,24063.9785407725,24149,233,54.244635193133,51
972,750334.748,6297560.364,25.007,1,234,17807.1666666667,16787.5,234,12442.8290598291,11814,234,21243.1452991453,21024,234,24760.9615384615,23686,234,56.5854700854701,51
973,750336.983,6297558.657,25.008,1,233,14759.5107296137,12689,233,12636.5064377682,12257,233,14846.9141630901,11951,233,18401.7553648069,13770,233,59.7896995708155,46
974,750339.621,6297556.588,25.052,1,236,16961.5042372881,16490.5,236,11855.1949152542,11577,236,20296.2754237288,19687.5,236,23696.4152542373,22826.5,236,50.8432203389831,47
975,750344.34,6297556.655,25.056,0,235,15745.7276595745,15671,235,10930.9063829787,10453,235,18657,18391,235,21838.1617021277,21524,235,45.0595744680851,43
976,750344.385,6297553.029,25.029,0,232,16133.5818965517,15370.5,232,11598.125,11015,232,18019.9439655172,17813,232,21967.75,21293,232,52.2155172413793,47
977,750342.552,6297554.557,25.026,0,232,16037.3965517241,16133.5,232,11168.375,11083,232,19074.6767241379,18782,232,22620.8836206897,22637.5,232,47.3189655172414,44
978,750340.259,6297554.715,25.038,0,236,17943.7838983051,17946,236,12924.25,12602.5,236,21434.343220339,22051,236,25193.6779661017,26164,236,59.8347457627119,58.5
979,750338.812,6297553.627,25.055,0,234,14491.4615384615,13931.5,234,11300.2863247863,11123.5,234,15660.9786324786,14505.5,234,18859.3461538462,17811.5,234,53.2521367521367,48.5
980,750336.522,6297553.815,25.006,1,232,14536.4181034483,14279,232,11275.1551724138,10820,232,15241.0775862069,15089,232,18203.1077586207,17891,232,59.4224137931034,54.5
981,750335.076,6297555.365,25.023,0,235,16053.2723404255,15512,235,11882.0425531915,11188,235,17629.5234042553,17159,235,21281.1021276596,20163,235,55.2382978723404,51
982,750332.963,6297555.179,25.038,0,235,15269.5276595745,15445,235,12132.9531914894,12152,235,16007.8765957447,15724,235,19759.8468085106,19211,235,54.3404255319149,46
983,750331.426,6297554.401,25.006,2,234,16715.6666666667,16252.5,234,12356.1282051282,12075.5,234,18538.2564102564,17537,234,22416.5170940171,21381.5,234,53.2393162393162,50
984,750333.587,6297552.492,25.016,3,235,16818.3361702128,16521,235,11903.7361702128,11878,235,19572.914893617,19096,235,23235.6510638298,22466,235,49.663829787234,44
985,750333.206,6297550.433,25.009,3,238,15334.9537815126,14540,238,14511,14334,238,13927.756302521,12856,238,18370.525210084,16616,238,59.5084033613445,54.5
986,750332.108,6297549.438,24.945,5,232,13140.9439655172,12469,232,12763.0646551724,12559,232,11676.0689655172,11055,232,14567.0948275862,13093,232,70.75,63
987,750322.553,6297554.843,25.004,3,233,12149.4935622318,11437,233,10789.982832618,10504,233,10575.6909871245,10065,233,13782.2231759657,12878,233,56.1802575107296,50
988,750319.998,6297556.068,25.001,4,235,9867.43829787234,9215,235,9903.89361702128,9603,235,8162.16595744681,7670,235,10236.0340425532,9457,235,58.6297872340426,51
989,750315.702,6297558.496,25.036,0,233,15777.1888412017,15273,233,12487.7682403433,11670,233,17131.0557939914,17150,233,20709.2231759657,20235,233,56.4549356223176,43
990,750313.744,6297559.178,25.033,0,236,16293.0042372881,15611,236,11476.9491525424,10956,236,20007.4576271186,19863.5,236,22911.9491525424,22445.5,236,52.3516949152542,43
991,750312.146,6297560.048,25.045,0,232,14009.5646551724,13856.5,232,10006.5,9902,232,16490.3836206897,16281.5,232,19248.2974137931,18696.5,232,44.7672413793103,43
992,750311.666,6297560.798,25.042,0,233,14217.5107296137,14108,233,10218.6738197425,9984,233,17360.7296137339,16699,233,19859.2017167382,19662,233,40.3476394849785,35
993,750309.669,6297560.408,25.049,0,235,21169.4638297872,21276,235,15811.1361702128,15719,235,21837.5872340426,22170,235,28140.9446808511,28673,235,77.5191489361702,80
994,750308.287,6297561.05,25.027,0,235,19234.8765957447,19036,235,13245.8638297872,13324,235,22053.4510638298,21464,235,27018.429787234,26369,235,60.4425531914894,60
995,750308.207,6297562.89,25.022,0,233,15009.3090128755,15038,233,10742.4592274678,10798,233,17487.5965665236,17671,233,20318.7167381974,20926,233,50.0901287553648,50
996,750306.191,6297563.537,25.042,0,234,14410.7179487179,14545,234,10273.9230769231,10119,234,17410.6794871795,17336.5,234,19809.5512820513,19999.5,234,44.542735042735,40.5
997,750308.124,6297564.318,24.984,0,233,14928.5364806867,15362,233,10840.8025751073,11084,233,17633.2274678112,17208,233,20481.5922746781,20553,233,49.618025751073,48
998,750308.483,6297566.697,25.022,0,233,15553.2446351931,15667,233,10686.1888412017,10591,233,19993.5836909871,20076,233,22165.6909871245,22258,233,46.4592274678112,45
999,750308.016,6297569.34,25.01,0,234,16869.5256410256,16396,234,11635.0769230769,11258,234,21852.9316239316,21785,234,24232.0811965812,23924,234,49.1709401709402,47.5
1000,750304.97,6297570.407,25.004,0,232,15893.6034482759,15488,232,11376.2327586207,11031.5,232,18960.0775862069,18730,232,21617,20974.5,232,54.4051724137931,51.5
1001,750302.851,6297568.152,25.009,0,232,12770.3405172414,10309,232,11720.1293103448,10154.5,232,12539.0517241379,10397,232,15049.6637931034,11151,232,61.7844827586207,54
1002,750301.453,6297567.681,25.038,0,236,18743.75,18426,236,12951.2245762712,12566.5,236,21515.1313559322,21574.5,236,26501.8728813559,26300,236,55.4025423728814,49
1003,750300.222,6297565.401,25.032,0,233,14658.6180257511,14245,233,11268.6008583691,10786,233,16352.6266094421,15933,233,19485.991416309,18581,233,48.6995708154506,45
1004,750298.754,6297565.407,25.072,0,231,13060.6926406926,12894,231,10570.670995671,10662,231,13011.1038961039,12460,231,16364.2727272727,15309,231,52.4675324675325,49
1005,750301.506,6297563.848,25.043,0,233,12466.1587982833,11119,233,11669.1587982833,10763,233,10984.4463519313,10376,233,13728.1373390558,11704,233,65.5150214592275,54
1006,750296.262,6297567.109,25.014,0,234,12195.4188034188,11097.5,234,10206.3076923077,9631.5,234,12112.4786324786,10936.5,234,14324.9230769231,12540,234,56.2606837606838,49
1007,750293.709,6297569.082,25.058,0,235,13564.1957446809,13250,235,11597.4680851064,11171,235,12417.8893617021,11795,235,15710.4127659574,14738,235,66.4893617021277,63
1008,750292.631,6297571.116,25.03,0,234,20178.5982905983,19759,234,13713.5555555556,13258,234,24402.1623931624,24479,234,28704.5897435897,28764.5,234,60.2008547008547,57.5
1009,750292.155,6297572.288,25.021,0,236,16633.4957627119,16475,236,11386.1440677966,11236.5,236,19152.5211864407,19047.5,236,22737.8771186441,22333.5,236,49.3093220338983,48
1010,750292.293,6297574.725,25.004,1,232,13851.7586206897,13553.5,232,9655.75431034483,9444,232,16923.7931034483,16842,232,18859.0431034483,18571,232,42.9698275862069,41
1011,750289.75,6297575.087,25.003,1,235,17141.3191489362,17414,235,14162.9829787234,13892,235,16896.3872340426,17190,235,21449.1787234043,21172,235,70.9702127659574,69
1012,750288.816,6297574.765,25.054,0,234,12901.8931623932,11066,234,12462.4658119658,12435,234,11919.8504273504,10147.5,234,14959.235042735,11858.5,234,72.4358974358974,73
1013,750281.731,6297577.263,25.019,9,235,17126.4127659574,17026,235,11504.3276595745,11413,235,20353.0936170213,20206,235,24042.8382978723,23706,235,48.9574468085106,45
1014,750273.864,6297578.606,25.07,7,233,17173.1673819743,16132,233,12333.0472103004,11589,233,19020.0987124464,18488,233,22925.4034334764,21497,233,57.0944206008584,49
1015,750261.36,6297581.633,25.089,9,232,14584.1767241379,12903.5,232,15674.8620689655,15325.5,232,11786.3793103448,10046,232,15253.7413793103,12871,232,80.2112068965517,78.5
1016,750253.494,6297585.414,25.119,7,236,17185.7161016949,17230,236,11986.5338983051,11838.5,236,19730.0042372881,19922.5,236,23360.5127118644,23659,236,52.6016949152542,48
1017,750246.069,6297587.856,25.081,6.5,233,16198.3733905579,16171,233,12166.1115879828,11912,233,16559.330472103,16616,233,20016.2017167382,20315,233,56.8412017167382,56
1018,750239.036,6297591.422,25.1,7,235,13498.9063829787,13550,235,9455.77872340426,9350,235,16776.1361702128,16614,235,18604.8212765957,18425,235,43.0212765957447,41
1019,750232.099,6297593.041,25.079,8.5,235,16260.5191489362,15222,235,13568.8,13135,235,13917.9276595745,13237,235,18179.2212765957,16690,235,73.9574468085106,74
1020,750225.127,6297595.313,25.102,7,233,18047,18310,233,12471.2017167382,12697,233,19774.8412017167,20203,233,24033.1030042918,24054,233,59.5579399141631,58
1021,750225.032,6297595.285,25.111,7,233,17213.5965665236,17660,233,12211.1502145923,12281,233,18284.0386266094,18206,233,22368.7210300429,22593,233,60.480686695279,58
