field_1,field_2,field_3,field_4,field_5,RE_count,RE_mean,RE_median,B_count,B_mean,B_median,G_count,G_mean,G_median,NIR_count,NIR_mean,NIR_median,R_count,R_mean,R_median
288,764926.484,6309895.208,22.379,8,234,19810.0042735043,18679.5,234,92.982905982906,95,234,15618,15261,234,17314.7777777778,16473,234,12697.264957265,12657.5
289,764920.622,6309892.501,22.391,5,233,17972.6566523605,16608,233,104.768240343348,106,233,15472.7210300429,15110,233,14352.7081545064,13192,233,13421.7081545064,13479
290,764912.446,6309890.809,22.412,5,232,18823.0086206897,16376.5,232,92.0258620689655,94,232,15301.4439655172,14926,232,16465.974137931,14284,232,12757.9310344828,13015.5
291,764906.05,6309888.631,22.4,9,232,17873.3060344828,16922,232,95.6896551724138,98.5,232,15215.8663793103,14903.5,232,14615.6939655172,13874,232,12671.2844827586,12756
292,764900.142,6309885.987,22.375,9,233,19648.1587982833,18868,233,89.9742489270386,91,233,15546.7510729614,14995,233,16566.982832618,16036,233,11818.1630901288,11855
293,764893.186,6309883.329,22.39,5,232,19087.1767241379,18007,232,107.306034482759,110,232,16421.2887931034,16182,232,14798.0689655172,13969,232,13489.5344827586,13517.5
294,764884.039,6309879.296,22.436,6,231,20213.8095238095,19025,231,98.9437229437229,100,231,16291.645021645,15892,231,16072.0995670996,14924,231,12969.0432900433,12913
295,764883.394,6309877.058,22.462,1,233,19531.8111587983,18339,233,112.424892703863,114,233,16576.0042918455,16301,233,15128.5278969957,14285,233,15186.0214592275,15198
296,764883.648,6309876.214,22.481,0,233,19463.6824034335,18247,233,101.776824034335,102,233,15916.6995708154,15677,233,15753.7896995708,15056,233,14680.5965665236,14589
297,764884.001,6309874.669,22.482,1,233,18963.1158798283,18176,233,105.236051502146,106,233,15759.652360515,15537,233,15087.5622317597,14603,233,14019.6824034335,13969
298,764879.734,6309875.135,22.342,20,236,16168.3601694915,15616.5,236,129.415254237288,130,236,16844.7754237288,16595.5,236,11207.8050847458,11034.5,236,15550.7584745763,15520.5
299,764877.648,6309874.251,22.397,12,235,18474.9106382979,16841,235,117.906382978723,120,235,16796.3489361702,16418,235,13502.9574468085,12457,235,14360.5404255319,14293
300,764869.583,6309869.307,22.373,13,231,15903.9350649351,14900,231,102.337662337662,103,231,14694.5238095238,14350,231,12242.5844155844,11360,231,12306.5974025974,12208
301,764858.603,6309861.007,22.434,8,233,18240.8454935622,17428,233,80.1845493562232,81,233,14573.6180257511,14234,233,15275.6051502146,14888,233,10997.7081545064,10990
302,764852.208,6309857.664,22.47,10,233,21269.4935622318,21194,233,77.8884120171674,78,233,15407.7296137339,15489,233,19475.669527897,19351,233,10917.6223175966,10799
303,764850.547,6309857.103,22.363,19.5,234,13838.0683760684,13046,234,115.32905982906,115.5,234,15020.2136752137,14559,234,9699.55555555555,9153.5,234,14959.1367521368,14826.5
304,764846.674,6309856.317,22.467,9,232,20622.8189655172,19954.5,232,80.4698275862069,79,232,15457.3232758621,15280,232,17442.2370689655,16659.5,232,11117.0517241379,10976.5
305,764839.067,6309851.253,22.414,9,232,19752.150862069,19566,232,77.7413793103448,78.5,232,14645.0172413793,14469,232,16756.1465517241,16745.5,232,10895.0732758621,10935
306,764828.437,6309846.975,22.423,9,232,16261.7327586207,15036,232,85.1896551724138,84,232,13444.1336206897,13087.5,232,12958.9439655172,11885,232,11094.1077586207,11098
307,764817.536,6309846.217,22.477,8,231,18137.8138528139,17446,231,75.978354978355,74,231,13718.4675324675,13432,231,15582.4329004329,14846,231,8561.85281385281,8522
308,764812.307,6309843.247,22.445,11,234,22322.6153846154,23005,234,53.2222222222222,53,234,13849.0427350427,13865,234,23458.1324786325,23921.5,234,7342.20085470085,7290.5
309,764815.422,6309824.315,22.403,10,235,20124.9957446809,19670,235,97.2170212765957,97,235,17508.3319148936,17286,235,15668.0382978723,15523,235,11252.2893617021,11267
310,764815.97,6309820.317,22.358,16,234,15122.905982906,14744.5,234,103.393162393162,102,234,15356.7264957265,15378.5,234,11096.0598290598,10872.5,234,11135.3931623932,11006
311,764816.361,6309818.483,22.374,16,233,15083.7467811159,13457,233,94.8841201716738,93,233,14299.364806867,13613,233,11655.1502145923,10658,233,9916.75107296137,9880
312,764816.756,6309816.834,22.387,14,236,20627.9788135593,19957.5,236,99.906779661017,100,236,19235.5550847458,19295.5,236,15047.3855932203,14240.5,236,13126.6991525424,13254
313,764817.242,6309814.088,22.394,16,234,21116.2905982906,20745.5,234,102.230769230769,103,234,20154.5085470085,20479.5,234,15044.858974359,14716,234,13445.2393162393,13777
314,764818.054,6309814.402,22.424,13,234,15478.7008547009,14557.5,234,95.2564102564103,95,234,14594.7991452991,14282.5,234,12373.3418803419,11713,234,10169.6923076923,10110.5
315,764819.095,6309804.897,22.494,7,233,21625.5708154506,21986,233,64.6738197424893,63,233,14897.5793991416,14967,233,20542.8369098712,20822,233,8502.95278969957,8482
316,764820.171,6309797.721,22.436,8,233,19020.0600858369,18870,233,74.9484978540773,74,233,14118.1716738197,14007,233,18152.1587982833,18219,233,8534.90128755365,8479
317,764829.159,6309795.715,22.457,8,232,17151.6896551724,16553.5,232,95.4827586206897,95,232,14475.3922413793,14340,232,14285.375,13556,232,10251.4568965517,10121
318,764835.38,6309794.755,22.489,7,232,16028.8879310345,15387,232,101.387931034483,102,232,14575.0431034483,14458,232,12576.9525862069,12125,232,12034.2931034483,11933.5
319,764845.197,6309796.028,22.439,9,233,19148.0472103004,18480,233,94.9484978540773,95,233,15831.0429184549,15718,233,15828.0686695279,15235,233,11890.9356223176,11842
320,764854.363,6309797.231,22.428,9,233,18817.5450643777,17971,233,93.6824034334764,96,233,15024.7639484979,15039,233,15616.974248927,14735,233,11638.6394849785,11750
321,764859.819,6309797.686,22.411,10,234,15775.8504273504,14393.5,234,117.333333333333,118,234,15951.0213675214,15506.5,234,10906.264957265,9972.5,234,15442.4700854701,15539.5
322,764866.393,6309799.379,22.414,9,232,21544.4439655172,21035,232,81.0689655172414,84,232,16228.5086206897,16028,232,18953.125,18324,232,11524.3405172414,11493.5
323,764871.98,6309801.075,22.396,10,232,18664.75,18488,232,103.568965517241,105.5,232,15922.7543103448,15840,232,14988.4482758621,14433,232,13303.2801724138,13452
324,764879.932,6309802.809,22.409,11,232,19990.7068965517,19902,232,91.7284482758621,92,232,15617.7629310345,15637.5,232,16851.0517241379,16726.5,232,11948.6465517241,11876.5
325,764886.059,6309803.686,22.436,6.5,235,17051.5531914894,16066,235,125.468085106383,128,235,16509.5659574468,16311,235,12579.8553191489,11855,235,16128.0468085106,16430
326,764893.473,6309804.804,22.411,8,234,22992.0299145299,21617,234,93.8589743589744,95,234,17371.4700854701,17414.5,234,19923.9829059829,18919,234,12412.2564102564,12538
327,764899.979,6309807.984,22.345,20,232,15784.8103448276,15097.5,232,122.077586206897,121,232,17926.5431034483,17112.5,232,10252.6163793103,9885.5,232,16819.4525862069,16761.5
328,764905.731,6309807.126,22.389,3,234,20156.405982906,19040,234,92.5940170940171,96,234,16249.594017094,15983,234,17481.8846153846,16395,234,12710.8333333333,12896
329,764913.337,6309807.801,22.398,3,234,16067.2777777778,14748,234,111.709401709402,114.5,234,15107.9273504273,14912,234,12491.1752136752,11308,234,14990.1666666667,15019.5
330,764926.286,6309807.293,22.372,9,232,24146.1120689655,23722,232,85.6293103448276,86,232,18145.8232758621,18059,232,19793.1293103448,19208,232,12302.9784482759,12293
331,764932.747,6309806.415,22.383,7,234,18600.3504273504,17316,234,96.542735042735,98,234,15253.5128205128,14941.5,234,15536.4829059829,14491.5,234,12329.8247863248,12327
332,764933.986,6309805.599,22.308,18,233,16910.2618025751,16559,233,104.339055793991,104,233,15544.6223175966,15179,233,12930.6094420601,12825,233,13478.2317596567,13344
333,764954.317,6309804.072,22.371,7,234,20008.6367521368,19730.5,234,91.8461538461538,92.5,234,15916,15708.5,234,16744.7948717949,16400.5,234,12031.6623931624,12029
334,764965.542,6309804.853,22.385,9,233,20610.6909871245,20106,233,90.1072961373391,91,233,16185.8583690987,15932,233,17140.4806866953,16438,233,11456.1716738197,11443
335,764978.531,6309804.13,22.368,7,232,18455.7112068966,18051,232,103.39224137931,105,232,15314.9439655172,15149,232,14804.1034482759,14319.5,232,12790.9913793103,12774
336,764988.945,6309802.286,22.356,10,232,23054.6724137931,22747,232,94.8146551724138,96,232,16552.2456896552,16151,232,19768.099137931,19394,232,11955.5086206897,11881.5
337,764993.177,6309800.606,22.333,15,231,19921.9956709957,18722,231,104.623376623377,105,231,16002.0476190476,15653,231,16164.012987013,15331,231,12736.3636363636,12712
338,765007.995,6309798.319,22.379,6,234,17613.0256410256,16928.5,234,111.957264957265,111,234,15229.688034188,15024.5,234,13807.2692307692,13284,234,14012.9829059829,14083
339,765015.93,6309798.087,22.35,9,233,20694.8240343348,19309,233,88.6480686695279,91,233,15599.356223176,15250,233,18046.6223175966,16656,233,11987.7596566524,12027
340,765027.586,6309794.002,22.316,11,233,16730.5965665236,16162,233,99.5836909871245,99,233,13852.4377682403,13644,233,13803.2532188841,13225,233,10661.2875536481,10611
341,765034.526,6309790.936,22.404,6,233,19826.2660944206,20271,233,61.1587982832618,60,233,13167.6266094421,13155,233,20412.0042918455,20787,233,7733.37339055794,7696
342,765099.621,6309530.276,22.235,9,234,24887.141025641,24989.5,234,58.491452991453,61,234,15021.1153846154,14931,234,25227.8632478632,25247,234,8490.54700854701,8462
343,765095.955,6309531.73,22.298,0,232,19639.4913793103,19810,232,89.1077586206897,90,232,14283.1594827586,14127.5,232,17263.7068965517,17388.5,232,9913.79310344828,9769
344,765093.433,6309531.464,22.242,8,233,17597.0472103004,17083,233,110.429184549356,114,233,14890.4721030043,14823,233,13812.4635193133,13364,233,11364.2961373391,11517
345,765087.031,6309530.817,22.205,5,233,20886.6394849785,20666,233,87.2618025751073,89,233,14891.1201716738,14795,233,18842.6266094421,18621,233,10149.8326180258,10181
346,765075.185,6309531.014,22.226,8,232,17642.375,16948.5,232,106.056034482759,109,232,15022.3620689655,15073,232,14380.0948275862,13771.5,232,13125.3146551724,13265.5
347,765069.331,6309533.236,22.212,8,233,16122.2274678112,15543,233,103.549356223176,104,233,14048.635193133,13856,233,13167.7296137339,12639,233,12507.9613733906,12596
348,765064.305,6309535.21,22.212,10,233,19002.8369098712,18559,233,94.0858369098712,95,233,14953.5236051502,15006,233,16010.5665236051,16007,233,11484.69527897,11499
349,765055.599,6309539.638,22.241,7,234,17108.4444444444,16018,234,101.773504273504,106,234,14633.5641025641,14376.5,234,14575.047008547,13464.5,234,12420.3162393162,12414
350,765047.83,6309542.218,22.186,12,234,20468,19200.5,234,94.5128205128205,96,234,16103.2820512821,15632,234,17377.8717948718,16350.5,234,12051.188034188,12028
351,765041.562,6309544.014,22.227,5,232,16548.7112068966,15515.5,232,104.616379310345,107,232,14790.9913793103,14580.5,232,13602.5387931034,12597,232,12708.2586206897,12643.5
352,765036.757,6309545.65,22.19,19,232,18160.2198275862,17991,232,119.487068965517,121,232,16833.4310344828,16763,232,13758.775862069,13599,232,14640.2715517241,14712
353,765030.603,6309548.551,22.243,10,235,19700.2085106383,19372,235,103.591489361702,105,235,16189.5404255319,16065,235,16181.6723404255,16029,235,13085.6936170213,13068
354,765024.133,6309550.548,22.244,9,235,18251.7531914894,17345,235,114.548936170213,114,235,16806.7191489362,16592,235,13933.1617021277,13378,235,13859.8042553191,13877
355,765022.792,6309551.101,22.189,19,232,25972.5862068966,25263,232,101.547413793103,102,232,18655.0775862069,18674.5,232,23470.9913793103,22674.5,232,13924.9310344828,13488.5
356,765019.184,6309553.465,22.262,9,232,21062.2456896552,20509,232,95.1077586206897,96,232,16087.5301724138,15977,232,18097.275862069,17702.5,232,11954.0301724138,11900.5
357,765014.761,6309556.127,22.267,10,236,16679.3093220339,14933,236,116.135593220339,118,236,15828.2415254237,15204.5,236,12428.9279661017,11177.5,236,13867.7627118644,14139.5
358,765007.18,6309559.282,22.271,9,232,18803.900862069,17701.5,232,108.245689655172,110,232,16193.3232758621,15866,232,15851.400862069,14987.5,232,13134.7327586207,13207.5
359,764998.766,6309563.638,22.267,10,234,18845.1794871795,17782.5,234,121.333333333333,124,234,17654.5897435897,17393.5,234,14302.7735042735,13320,234,15337.405982906,15407
360,764995.515,6309564.804,22.253,13.5,234,19019.5213675214,18196,234,117.444444444444,119,234,17211.8376068376,17063.5,234,14816.4102564103,14208,234,14734.0598290598,14730
361,764988.999,6309567.082,22.269,9,233,21467.008583691,20418,233,104.37339055794,107,233,17392.4334763949,17144,233,18160.8412017167,17340,233,13222.3862660944,13230
362,764982.536,6309570.75,22.284,10,234,16631.4487179487,15948.5,234,120.431623931624,121,234,16146.6068376068,16082.5,234,12117.0769230769,11545.5,234,14885.1367521368,14977.5
363,764974.163,6309570.109,22.3,10,233,20638.4763948498,20395,233,84.2961373390558,84,233,15039.5751072961,15007,233,19032.8068669528,18830,233,10930.30472103,10881
364,764964.016,6309569.034,22.31,7,233,20218.2145922747,19255,233,93.5450643776824,93,233,15458.1587982833,15202,233,18151.5922746781,17452,233,11737.7038626609,11754
365,764958.681,6309568.148,22.289,8,236,16490.5042372881,15901,236,113.474576271186,114,236,15804.3389830508,15648.5,236,12531.1016949153,12206,236,13616.6228813559,13520
366,764954.379,6309567.171,22.328,8,233,18411.0472103004,17565,233,102.648068669528,104,233,15454.3347639485,15368,233,15916.1030042918,15054,233,12360.1673819742,12473
367,764949.573,6309570.156,22.314,9,232,17213.8405172414,16480.5,232,115.258620689655,118,232,15758.0948275862,15723,232,13959.8060344828,13162.5,232,14177.1379310345,14277.5
368,764941.92,6309575.186,22.269,15,234,17094.4786324786,16427.5,234,118.940170940171,118,234,16482.141025641,16440.5,234,12485.3846153846,11927,234,13912.8333333333,13874
369,764940.023,6309577.854,22.323,8,234,18906.0170940171,17416,234,103.623931623932,106,234,15528.6282051282,15116.5,234,15765.2948717949,14436,234,12560.5042735043,12494.5
370,764935.906,6309580.262,22.335,5,234,18376.0512820513,17834,234,107.970085470085,109,234,15763.6581196581,15780.5,234,14990.1153846154,14609.5,234,13014.0982905983,13045.5
371,764931.471,6309583.112,22.285,10,232,18883.599137931,17708,232,102.120689655172,103,232,16046.2284482759,15949.5,232,15666.3879310345,14559.5,232,12520.1810344828,12760.5
372,764927.041,6309585.525,22.284,12,231,21056.3722943723,20784,231,101.372294372294,102,231,17390.7922077922,17405,231,17544.0432900433,16898,231,12289.3333333333,12236
373,764925.45,6309586.008,22.271,13,232,20010.5732758621,18949,232,88.5172413793103,89,232,15523.3060344828,15376.5,232,18207.8706896552,17098.5,232,10941.7456896552,10940
374,764922.327,6309586.944,22.234,16,234,18306.8547008547,17489,234,103.465811965812,103,234,15962.1965811966,15900,234,15014.2008547009,14138.5,234,12108.9102564103,12065
375,764921.708,6309587.387,22.223,17.5,234,18455.2307692308,17888.5,234,110.260683760684,109.5,234,16735.3547008547,16663,234,14568.4572649573,14038.5,234,12879.688034188,12831.5
376,764919.825,6309587.239,22.241,17,233,16068.3175965665,14998,233,113.922746781116,113,233,15565.7682403433,15024,233,12110.1158798283,11477,233,13235.8154506438,13239
377,764918.703,6309588.577,22.204,18,233,17976.1931330472,17458,233,114.772532188841,113,233,16559.8884120172,16169,233,13938.4935622318,13442,233,13072.69527897,12997
378,764917.617,6309590.276,22.196,18,234,13832.7179487179,13513.5,234,123.337606837607,123,234,15058.2820512821,14879,234,9793.68803418804,9329,234,14317.5683760684,14307
379,764916.237,6309592.561,22.233,17,232,21889.1594827586,20939,232,101.793103448276,104,232,17598.6853448276,17329,232,18067.7586206897,17301.5,232,12657.2629310345,12727.5
380,764916.149,6309597.966,22.26,15,231,16990.329004329,16767,231,116.839826839827,117,231,16402.6926406926,16217,231,13205.1428571429,12967,231,13682.2424242424,13685
381,764915.416,6309606.076,22.247,19,234,18827.1666666667,18364,234,110.923076923077,111,234,16115.6282051282,15848.5,234,15038.0128205128,14646.5,234,12401.858974359,12403.5
382,764915.069,6309607.85,22.269,17,232,17239.8275862069,17121.5,232,111.512931034483,110,232,15520.7198275862,15526.5,232,13405.025862069,13239,232,12360.2629310345,12295
383,764914.531,6309607.942,22.237,20,234,17060.3034188034,16106,234,110.944444444444,111,234,15414.4957264957,15004.5,234,13421.4316239316,12705,234,12296.6752136752,12345
384,764913.779,6309609.559,22.24,20,234,18631.0341880342,17509,234,109.286324786325,108,234,16113.094017094,15756.5,234,14553.1025641026,13707,234,12400.3675213675,12418
385,764912.99,6309610.85,22.181,25,235,14371.6510638298,14164,235,118.685106382979,118,235,15008.8680851064,14795,235,9642.02127659574,9527,235,13654.2510638298,13681
386,764911.583,6309611.192,22.152,25.5,235,14277.6127659574,13510,235,117.829787234043,117,235,14800.229787234,14426,235,9695.64255319149,9194,235,13646.1404255319,13577
387,764910.533,6309611.947,22.153,22,233,12408.3905579399,12377,233,120.081545064378,120,233,14423.7339055794,14411,233,7640.71673819743,7625,233,14614.4549356223,14631
388,764908.452,6309614.336,22.151,27,233,12244.8798283262,12203,233,118.030042918455,118,233,14438.5493562232,14389,233,7563.08583690987,7533,233,14696.1587982833,14706
389,764907.908,6309614.64,22.157,26,234,12929.9017094017,12766.5,234,118.025641025641,117,234,14713.6068376068,14559,234,7935.87606837607,7822,234,14943.9572649573,14926
390,764907.368,6309614.537,22.045,30,232,14369.3965517241,13480.5,232,118.116379310345,117,232,15278.3017241379,14753,232,9225.80172413793,8539,232,14395.6637931034,14348
391,764905.613,6309614.771,22.192,24,232,13386.2284482759,13209.5,232,119.129310344828,117,232,14811.2586206897,14615,232,8570.23706896552,8464,232,14012.8060344828,13927.5
392,764905.475,6309614.743,22.188,24,233,13225.6652360515,12966,233,118.536480686695,117,233,14730.356223176,14576,233,8447.98283261802,8344,233,14143.8454935622,14073
393,764904.655,6309614.961,22.228,20,234,15137.7051282051,14437.5,234,120.376068376068,118,234,15856.3418803419,15389,234,10053.3632478632,9614.5,234,13984.0641025641,14012
394,764903.128,6309615.34,22.166,22,233,12896.4120171674,12435,233,121.472103004292,120,233,14842.669527897,14551,233,8131.80686695279,7864,233,14489.4935622318,14430
395,764902.137,6309614.654,22.172,24,232,15410.5818965517,14310,232,124.560344827586,122,232,16456.4224137931,15641.5,232,10059.3922413793,9767,232,14302.2198275862,14225.5
396,764901.061,6309614.17,22.208,22,233,13731.6652360515,13290,233,122.420600858369,120,233,15046.1888412017,14732,233,9007.97854077253,8810,233,14169.2618025751,14096
397,764900.042,6309614.187,22.23,18,233,14799.5150214592,14225,233,124.729613733906,124,233,15883.0515021459,15531,233,9834.11587982833,9586,233,14560.8454935622,14529
398,764898.31,6309613.36,22.209,20,232,16459.4913793103,15358,232,129.961206896552,129,232,16952.2413793103,16522.5,232,10899.8965517241,10164,232,15399.2844827586,15268.5
399,764898.483,6309616.232,22.26,17,234,13631.7008547009,13237,234,134.384615384615,133.5,234,15844.0341880342,15659.5,234,8680.94017094017,8393,234,15241.4957264957,15192
400,764898.746,6309618.668,22.207,20,233,22632.7381974249,22696,233,115.442060085837,115,233,19295.991416309,19298,233,16449.0214592275,16601,233,14262.5407725322,14355
401,764898.564,6309619.972,22.198,20,233,17552.4678111588,16929,233,125.339055793991,125,233,17088.5407725322,16924,233,12309.1888412017,11769,233,14560.3690987124,14541
402,764898.906,6309621.619,22.222,20,234,24174.9273504274,24114.5,234,107.923076923077,107,234,19744.8974358974,19769,234,18256.5256410256,17853.5,234,13615.4230769231,13695
403,764899.388,6309623.875,22.227,20,234,20788.9829059829,21056,234,119.089743589744,119,234,18617.4615384615,18765.5,234,15055.4700854701,15131,234,14540.6239316239,14348
404,764894.893,6309625.801,22.269,15,232,23438.375,23219,232,84.8491379310345,85,232,17280.9094827586,17283,232,20203.0215517241,19918,232,11590.6551724138,11347.5
405,764892.642,6309623.794,22.244,12,232,20992.6120689655,20429,232,122.375,120,232,19580.599137931,19696.5,232,14740.0905172414,14193.5,232,15202.8017241379,15070
406,764889.532,6309623.72,22.232,20,233,17211.982832618,17080,233,125.115879828326,124,233,17289.0600858369,17416,233,11484.0042918455,11426,233,15034.0686695279,14988
407,764887.491,6309622.887,22.29,9,234,21448.7264957265,20834.5,234,109.970085470085,111,234,18219.4401709402,18293.5,234,15550.688034188,14585,234,13604.3632478632,13647
408,764882.257,6309622.446,22.361,6,234,19707.5726495726,19174.5,234,97.1452991452991,98,234,15731.3290598291,15524,234,16205.6923076923,15734,234,11685.2264957265,11749
409,764878.712,6309620.478,22.332,10,235,18372.9787234043,17740,235,108.574468085106,109,235,15319.914893617,15065,235,14536.4340425532,13914,235,12180.1574468085,12151
410,764876.037,6309618.763,22.354,9,232,17999.2155172414,17341.5,232,107.383620689655,107.5,232,15036.5129310345,14651,232,14082.4267241379,13701,232,12314.9094827586,12328.5
411,764873.639,6309617.94,22.386,7,233,21725.6008583691,21144,233,95.5622317596567,98,233,15757.017167382,15478,233,18625.4978540773,17957,233,11596.9871244635,11587
412,764870.96,6309616.7,22.361,7,233,20874.0987124464,20308,233,99.6909871244635,103,233,15531.0214592275,15311,233,17956.686695279,17427,233,11723.4420600858,11607
413,764863.672,6309612.458,22.404,2,234,21110.4017094017,20696.5,234,73.9615384615385,74,234,14405.8931623932,14287.5,234,20685.4487179487,20223,234,9842.47435897436,9731.5
414,764859.571,6309610.796,22.358,9,234,19542.3931623932,19539.5,234,91.0897435897436,94.5,234,14887.1837606838,14827,234,17527.7692307692,17219,234,11304.952991453,11354
415,764855.069,6309609.144,22.466,1,232,22486.8103448276,22823.5,232,61.2413793103448,60,232,14835.0603448276,14656,232,22459.375,22968.5,232,9348.73706896552,9253
416,764855.526,6309606.654,22.478,0,233,16550.2875536481,16161,233,111.721030042918,115,233,14981.2403433476,14891,233,13720.4120171674,13213,233,12560.3905579399,12499
417,764855.737,6309605.494,22.509,0,233,19063.7725321888,18981,233,82.4248927038627,83,233,14678.4892703863,14465,233,17664.9570815451,17738,233,10762.7682403433,10564
418,764853.762,6309606.264,22.391,7,235,16809.1744680851,16301,235,92.9446808510638,95,235,13897.5191489362,13825,235,14442.1446808511,13895,235,10244.3787234043,10267
419,764846.578,6309601.006,22.359,9,235,22572.6978723404,23641,235,57.731914893617,55,235,15714.2340425532,15880,235,21055.8212765957,22321,235,9050.98723404255,9050
420,764842.897,6309625.359,22.301,16,233,15065.8969957082,13443,233,98.0600858369099,102,233,14277.0600858369,13858,233,11789.7768240343,10255,233,11253.0944206009,11354
422,764827.64,6309733.507,22.275,23,234,15659.9230769231,15683,234,110.068376068376,110,234,16320.3205128205,16285,234,10979.9358974359,10973,234,13591.2478632479,13583.5
423,764819.19,6309845.248,22.462,12,232,14761.0215517241,14306,232,89.323275862069,88,232,13265.4827586207,13225.5,232,11328.5431034483,10881.5,232,10007.2155172414,9999
424,764819.538,6309846.944,22.419,11,232,13413.1896551724,12528,232,86.0646551724138,85,232,12216.3275862069,11917,232,10463.1336206897,9861.5,232,9809.68534482759,9778
425,764818.959,6309848.683,22.437,10,232,14076.3879310345,13418,232,86.7456896551724,85.5,232,12488.1939655172,12239.5,232,11100.0646551724,10554,232,9697.58620689655,9660
426,764813.025,6309849.314,22.451,7,232,23257.1594827586,23432,232,59.323275862069,59,232,14619.0862068966,14607,232,23782.9870689655,23897,232,7640.80172413793,7634.5
429,764783.407,6310039.472,22.249,30,232,12744.7155172414,12683.5,232,143.599137931034,144,232,16917.7543103448,16873.5,232,7903.12068965517,7823.5,232,15052.3275862069,15097
430,764783.1,6310041.114,22.235,34,234,11836.0683760684,11625,234,120.517094017094,120,234,14717.3504273504,14608.5,234,7624.40170940171,7378,234,13437.735042735,13397.5

